Len, Countries
23,;Cuba;Syria;Saudi Arabia;France;Argentina;Paraguay;Bolivia;Uruguay;Venezuela;Mexico;Brazil;Guatemala;Costa Rica;Panama;Lebanon;Nicaragua;Haiti;British Empire;Ecuador;Honduras;Soviet Union;Egypt;Iran
23,;Soviet Union;Canada;France;Iran;Syria;Egypt;Saudi Arabia;Argentina;Mexico;Brazil;Guatemala;Costa Rica;Venezuela;Honduras;Panama;Lebanon;Uruguay;Nicaragua;Haiti;British Empire;Paraguay;Bolivia;Peru
23,;Soviet Union;Canada;France;Iran;Syria;Egypt;Saudi Arabia;Argentina;Mexico;Brazil;Guatemala;Costa Rica;Venezuela;Honduras;Panama;Lebanon;Uruguay;Nicaragua;Haiti;British Empire;Paraguay;Bolivia;Ecuador
23,;Soviet Union;Canada;Liberia;Syria;Egypt;Saudi Arabia;Argentina;Paraguay;Bolivia;Uruguay;Mexico;Brazil;Guatemala;Costa Rica;Venezuela;Panama;Lebanon;Nicaragua;Haiti;British Empire;Honduras;Iran;Peru
23,;Soviet Union;Canada;Liberia;Syria;Egypt;Saudi Arabia;Argentina;Paraguay;Bolivia;Uruguay;Mexico;Brazil;Guatemala;Costa Rica;Venezuela;Panama;Lebanon;Nicaragua;Haiti;British Empire;Honduras;Iran;Ecuador
22,;Dominican Republic;Argentina;Bolivia;Uruguay;Venezuela;Mexico;Guatemala;Panama;Lebanon;Haiti;British Empire;Syria;Saudi Arabia;Peru;Soviet Union;Egypt;Canada;France;Poland;Albania;Belgium;Bulgaria
22,;Dominican Republic;Argentina;Bolivia;Uruguay;Venezuela;Mexico;Guatemala;Panama;Lebanon;Haiti;British Empire;Syria;Saudi Arabia;Ecuador;Soviet Union;Egypt;Canada;France;Poland;Albania;Belgium;Bulgaria
21,;Dominican Republic;Argentina;Bolivia;Uruguay;Venezuela;Mexico;Guatemala;Panama;Lebanon;Haiti;British Empire;Iraq;Albania;Norway;Luxembourg;New Zealand;Kingdom of Italy;Turkey;Bulgaria;Peru;Cuba
21,;Dominican Republic;Argentina;Bolivia;Uruguay;Venezuela;Mexico;Guatemala;Panama;Lebanon;Haiti;British Empire;Iraq;Albania;Norway;Luxembourg;New Zealand;Kingdom of Italy;Turkey;Bulgaria;Peru;Belgium
21,;Dominican Republic;Argentina;Bolivia;Uruguay;Venezuela;Mexico;Guatemala;Panama;Lebanon;Haiti;British Empire;Iraq;Albania;Norway;Luxembourg;New Zealand;Kingdom of Italy;Turkey;Bulgaria;Peru;Liberia
21,;Dominican Republic;Argentina;Bolivia;Uruguay;Venezuela;Mexico;Guatemala;Panama;Lebanon;Haiti;British Empire;Iraq;Albania;Norway;Luxembourg;New Zealand;Kingdom of Italy;Turkey;Bulgaria;Ecuador;Cuba
21,;Dominican Republic;Argentina;Bolivia;Uruguay;Venezuela;Mexico;Guatemala;Panama;Lebanon;Haiti;British Empire;Iraq;Albania;Norway;Luxembourg;New Zealand;Kingdom of Italy;Turkey;Bulgaria;Ecuador;Belgium
21,;Dominican Republic;Argentina;Bolivia;Uruguay;Venezuela;Mexico;Guatemala;Panama;Lebanon;Haiti;British Empire;Iraq;Albania;Norway;Luxembourg;New Zealand;Kingdom of Italy;Turkey;Bulgaria;Ecuador;Liberia
21,;Dominican Republic;Argentina;Bolivia;Uruguay;Venezuela;Mexico;Guatemala;Panama;Lebanon;Haiti;British Empire;Syria;Saudi Arabia;Peru;Kingdom of Italy;Iran;Colombia;Ethiopia;Canada;Egypt;France
21,;Dominican Republic;Argentina;Bolivia;Uruguay;Venezuela;Mexico;Guatemala;Panama;Lebanon;Haiti;British Empire;Syria;Saudi Arabia;Peru;Kingdom of Italy;Iran;Colombia;Ethiopia;Canada;Egypt;Liberia
21,;Dominican Republic;Argentina;Bolivia;Uruguay;Venezuela;Mexico;Guatemala;Panama;Lebanon;Haiti;British Empire;Syria;Saudi Arabia;Peru;Kingdom of Italy;Iran;Colombia;Ethiopia;Canada;Philippines;France
21,;Dominican Republic;Argentina;Bolivia;Uruguay;Venezuela;Mexico;Guatemala;Panama;Lebanon;Haiti;British Empire;Syria;Saudi Arabia;Peru;Kingdom of Italy;Iran;Colombia;Ethiopia;Canada;Philippines;Liberia
21,;Dominican Republic;Argentina;Bolivia;Uruguay;Venezuela;Mexico;Guatemala;Panama;Lebanon;Haiti;British Empire;Syria;Saudi Arabia;Peru;Kingdom of Italy;Iran;Colombia;Ethiopia;Cuba;France;Egypt
21,;Dominican Republic;Argentina;Bolivia;Uruguay;Venezuela;Mexico;Guatemala;Panama;Lebanon;Haiti;British Empire;Syria;Saudi Arabia;Peru;Kingdom of Italy;Iran;Colombia;Ethiopia;Cuba;France;Philippines
21,;Dominican Republic;Argentina;Bolivia;Uruguay;Venezuela;Mexico;Guatemala;Panama;Lebanon;Haiti;British Empire;Syria;Saudi Arabia;Peru;Soviet Union;Egypt;Canada;Liberia;Poland;Albania;Bulgaria
21,;Dominican Republic;Argentina;Bolivia;Uruguay;Venezuela;Mexico;Guatemala;Panama;Lebanon;Haiti;British Empire;Syria;Saudi Arabia;Peru;Soviet Union;Egypt;Cuba;France;Poland;Albania;Bulgaria
21,;Dominican Republic;Argentina;Bolivia;Uruguay;Venezuela;Mexico;Guatemala;Panama;Lebanon;Haiti;British Empire;Syria;Saudi Arabia;Ecuador;Kingdom of Italy;Iran;Colombia;Ethiopia;Canada;Egypt;France
21,;Dominican Republic;Argentina;Bolivia;Uruguay;Venezuela;Mexico;Guatemala;Panama;Lebanon;Haiti;British Empire;Syria;Saudi Arabia;Ecuador;Kingdom of Italy;Iran;Colombia;Ethiopia;Canada;Egypt;Liberia
21,;Dominican Republic;Argentina;Bolivia;Uruguay;Venezuela;Mexico;Guatemala;Panama;Lebanon;Haiti;British Empire;Syria;Saudi Arabia;Ecuador;Kingdom of Italy;Iran;Colombia;Ethiopia;Canada;Philippines;France
21,;Dominican Republic;Argentina;Bolivia;Uruguay;Venezuela;Mexico;Guatemala;Panama;Lebanon;Haiti;British Empire;Syria;Saudi Arabia;Ecuador;Kingdom of Italy;Iran;Colombia;Ethiopia;Canada;Philippines;Liberia
21,;Dominican Republic;Argentina;Bolivia;Uruguay;Venezuela;Mexico;Guatemala;Panama;Lebanon;Haiti;British Empire;Syria;Saudi Arabia;Ecuador;Kingdom of Italy;Iran;Colombia;Ethiopia;Cuba;France;Egypt
21,;Dominican Republic;Argentina;Bolivia;Uruguay;Venezuela;Mexico;Guatemala;Panama;Lebanon;Haiti;British Empire;Syria;Saudi Arabia;Ecuador;Kingdom of Italy;Iran;Colombia;Ethiopia;Cuba;France;Philippines
21,;Dominican Republic;Argentina;Bolivia;Uruguay;Venezuela;Mexico;Guatemala;Panama;Lebanon;Haiti;British Empire;Syria;Saudi Arabia;Ecuador;Soviet Union;Egypt;Canada;Liberia;Poland;Albania;Bulgaria
21,;Dominican Republic;Argentina;Bolivia;Uruguay;Venezuela;Mexico;Guatemala;Panama;Lebanon;Haiti;British Empire;Syria;Saudi Arabia;Ecuador;Soviet Union;Egypt;Cuba;France;Poland;Albania;Bulgaria
21,;Cuba;Iraq;Albania;Argentina;Paraguay;Bolivia;Uruguay;Venezuela;Mexico;Brazil;Guatemala;Costa Rica;Panama;British Empire;Lebanon;Haiti;Nicaragua;Soviet Union;Bulgaria;Peru;El Salvador
21,;Cuba;Iraq;Albania;Argentina;Paraguay;Bolivia;Uruguay;Venezuela;Mexico;Brazil;Guatemala;Costa Rica;Panama;British Empire;Lebanon;Haiti;Nicaragua;Soviet Union;Bulgaria;Peru;Honduras
21,;Cuba;Iraq;Albania;Argentina;Paraguay;Bolivia;Uruguay;Venezuela;Mexico;Brazil;Guatemala;Costa Rica;Panama;British Empire;Lebanon;Haiti;Nicaragua;Soviet Union;Bulgaria;Ecuador;El Salvador
21,;Cuba;Iraq;Albania;Argentina;Paraguay;Bolivia;Uruguay;Venezuela;Mexico;Brazil;Guatemala;Costa Rica;Panama;British Empire;Lebanon;Haiti;Nicaragua;Soviet Union;Bulgaria;Ecuador;Honduras
21,;Soviet Union;Iraq;Belgium;Argentina;Paraguay;Mexico;Brazil;Guatemala;Costa Rica;Bulgaria;Venezuela;Panama;Lebanon;Uruguay;Nicaragua;Haiti;British Empire;Albania;Bolivia;Peru;El Salvador
21,;Soviet Union;Iraq;Belgium;Argentina;Paraguay;Mexico;Brazil;Guatemala;Costa Rica;Bulgaria;Venezuela;Panama;Lebanon;Uruguay;Nicaragua;Haiti;British Empire;Albania;Bolivia;Peru;Honduras
21,;Soviet Union;Iraq;Belgium;Argentina;Paraguay;Mexico;Brazil;Guatemala;Costa Rica;Bulgaria;Venezuela;Panama;Lebanon;Uruguay;Nicaragua;Haiti;British Empire;Albania;Bolivia;Ecuador;El Salvador
21,;Soviet Union;Iraq;Belgium;Argentina;Paraguay;Mexico;Brazil;Guatemala;Costa Rica;Bulgaria;Venezuela;Panama;Lebanon;Uruguay;Nicaragua;Haiti;British Empire;Albania;Bolivia;Ecuador;Honduras
21,;Soviet Union;Iraq;Liberia;Argentina;Paraguay;Mexico;Brazil;Guatemala;Costa Rica;Bulgaria;Venezuela;Panama;Lebanon;Uruguay;Nicaragua;Haiti;British Empire;Albania;Bolivia;Peru;El Salvador
21,;Soviet Union;Iraq;Liberia;Argentina;Paraguay;Mexico;Brazil;Guatemala;Costa Rica;Bulgaria;Venezuela;Panama;Lebanon;Uruguay;Nicaragua;Haiti;British Empire;Albania;Bolivia;Peru;Honduras
21,;Soviet Union;Iraq;Liberia;Argentina;Paraguay;Mexico;Brazil;Guatemala;Costa Rica;Bulgaria;Venezuela;Panama;Lebanon;Uruguay;Nicaragua;Haiti;British Empire;Albania;Bolivia;Ecuador;El Salvador
21,;Soviet Union;Iraq;Liberia;Argentina;Paraguay;Mexico;Brazil;Guatemala;Costa Rica;Bulgaria;Venezuela;Panama;Lebanon;Uruguay;Nicaragua;Haiti;British Empire;Albania;Bolivia;Ecuador;Honduras
20,;United States;Canada;France;Australia;New Zealand;Belgium;Denmark;Turkey;Luxembourg;Norway;Albania;El Salvador;Colombia;Philippines;Ethiopia;India;Italy;United Kingdom;Greece;South Korea
20,;United States;Canada;France;Australia;New Zealand;Belgium;Denmark;Turkey;Luxembourg;Norway;Albania;El Salvador;Philippines;Malaysia;Italy;Greece;India;United Kingdom;South Korea;Ethiopia
19,;Dominican Republic;Argentina;Bolivia;Uruguay;Venezuela;Mexico;Guatemala;Panama;Lebanon;Haiti;British Empire;Syria;Saudi Arabia;Peru;Soviet Union;Egypt;Canada;France;Iran
19,;Dominican Republic;Argentina;Bolivia;Uruguay;Venezuela;Mexico;Guatemala;Panama;Lebanon;Haiti;British Empire;Syria;Saudi Arabia;Peru;Soviet Union;Egypt;Canada;Liberia;Iran
19,;Dominican Republic;Argentina;Bolivia;Uruguay;Venezuela;Mexico;Guatemala;Panama;Lebanon;Haiti;British Empire;Syria;Saudi Arabia;Peru;Soviet Union;Egypt;Cuba;France;Iran
19,;Dominican Republic;Argentina;Bolivia;Uruguay;Venezuela;Mexico;Guatemala;Panama;Lebanon;Haiti;British Empire;Syria;Saudi Arabia;Ecuador;Soviet Union;Egypt;Canada;France;Iran
19,;Dominican Republic;Argentina;Bolivia;Uruguay;Venezuela;Mexico;Guatemala;Panama;Lebanon;Haiti;British Empire;Syria;Saudi Arabia;Ecuador;Soviet Union;Egypt;Canada;Liberia;Iran
19,;Dominican Republic;Argentina;Bolivia;Uruguay;Venezuela;Mexico;Guatemala;Panama;Lebanon;Haiti;British Empire;Syria;Saudi Arabia;Ecuador;Soviet Union;Egypt;Cuba;France;Iran
19,;United States;Canada;France;Australia;New Zealand;Belgium;Denmark;Turkey;Indonesia;Philippines;Italy;Greece;Thailand;United Kingdom;Ethiopia;India;Japan;Malaysia;South Korea
19,;United States;Canada;France;Australia;New Zealand;Belgium;Denmark;Turkey;Luxembourg;Norway;Albania;El Salvador;Colombia;Philippines;Ethiopia;India;Brazil;British Empire;Kingdom of Italy
19,;United States;Canada;France;Australia;New Zealand;Belgium;Denmark;Turkey;Luxembourg;Norway;Albania;El Salvador;Colombia;Philippines;Ethiopia;Syria;Saudi Arabia;British Empire;Italy
19,;United States;Canada;France;Australia;New Zealand;Belgium;Denmark;Turkey;Luxembourg;Norway;Albania;El Salvador;Colombia;Philippines;Ethiopia;Syria;Saudi Arabia;United Kingdom;Italy
19,;United States;Canada;France;Australia;New Zealand;Belgium;Denmark;Turkey;Luxembourg;Norway;Albania;El Salvador;Poland;Bulgaria;Brazil;Kingdom of Italy;British Empire;Armenia;India
19,;United States;Canada;France;Australia;New Zealand;Belgium;Denmark;Turkey;Luxembourg;Norway;Albania;El Salvador;Poland;Bulgaria;Italy;Jordan;United Kingdom;Syria;Saudi Arabia
19,;United States;Canada;France;Australia;New Zealand;Belgium;Denmark;Turkey;Luxembourg;Norway;Thailand;India;Italy;Greece;United Kingdom;Ethiopia;South Korea;Colombia;Philippines
19,;United States;Canada;France;Australia;New Zealand;Belgium;Denmark;Turkey;Luxembourg;Norway;Thailand;India;Italy;Greece;United Kingdom;Ethiopia;South Korea;Malaysia;Philippines
19,;United States;Canada;France;Australia;New Zealand;Belgium;Denmark;Turkey;Luxembourg;Egypt;Syria;Saudi Arabia;Albania;El Salvador;Poland;Bulgaria;United Kingdom;Italy;Jordan
19,;Russia;Portugal;Australia;Italy;India;Denmark;Turkey;Malaysia;Belgium;Greece;Germany;New Zealand;Singapore;South Korea;Canada;United Kingdom;Azerbaijan;Spain;Bulgaria
18,;United States;Canada;France;Australia;New Zealand;Belgium;Denmark;Turkey;Luxembourg;Norway;Albania;El Salvador;Colombia;Philippines;Ethiopia;India;Italy;British Empire
18,;United States;Canada;France;Australia;New Zealand;Belgium;Denmark;Turkey;Luxembourg;Norway;Albania;El Salvador;Poland;Bulgaria;Italy;British Empire;Armenia;India
18,;United States;Canada;France;Australia;New Zealand;Belgium;Denmark;Turkey;Luxembourg;Norway;Albania;El Salvador;Poland;Bulgaria;Italy;British Empire;Syria;Saudi Arabia
18,;United States;Canada;France;Australia;New Zealand;Belgium;Denmark;Turkey;Luxembourg;Egypt;Syria;Saudi Arabia;Albania;El Salvador;Colombia;Ethiopia;British Empire;Italy
18,;United States;Canada;France;Australia;New Zealand;Belgium;Denmark;Turkey;Luxembourg;Egypt;Syria;Saudi Arabia;Albania;El Salvador;Colombia;Ethiopia;United Kingdom;Italy
18,;United States;Canada;France;Australia;New Zealand;Belgium;Denmark;Turkey;Luxembourg;Egypt;Syria;Saudi Arabia;Albania;El Salvador;Poland;Bulgaria;British Empire;Italy
18,;United States;Canada;Liberia;Australia;Denmark;Turkey;New Zealand;Luxembourg;Albania;British Empire;Kingdom of Italy;Brazil;India;Norway;El Salvador;Colombia;Philippines;Ethiopia
17,;Dominican Republic;Argentina;Bolivia;Uruguay;Venezuela;Mexico;Guatemala;Panama;Lebanon;Haiti;British Empire;Iraq;Albania;Soviet Union;Bulgaria;Peru;Cuba
17,;Dominican Republic;Argentina;Bolivia;Uruguay;Venezuela;Mexico;Guatemala;Panama;Lebanon;Haiti;British Empire;Iraq;Albania;Soviet Union;Bulgaria;Peru;Belgium
17,;Dominican Republic;Argentina;Bolivia;Uruguay;Venezuela;Mexico;Guatemala;Panama;Lebanon;Haiti;British Empire;Iraq;Albania;Soviet Union;Bulgaria;Peru;Liberia
17,;Dominican Republic;Argentina;Bolivia;Uruguay;Venezuela;Mexico;Guatemala;Panama;Lebanon;Haiti;British Empire;Iraq;Albania;Soviet Union;Bulgaria;Ecuador;Cuba
17,;Dominican Republic;Argentina;Bolivia;Uruguay;Venezuela;Mexico;Guatemala;Panama;Lebanon;Haiti;British Empire;Iraq;Albania;Soviet Union;Bulgaria;Ecuador;Belgium
17,;Dominican Republic;Argentina;Bolivia;Uruguay;Venezuela;Mexico;Guatemala;Panama;Lebanon;Haiti;British Empire;Iraq;Albania;Soviet Union;Bulgaria;Ecuador;Liberia
17,;United States;Canada;France;Australia;New Zealand;Belgium;Denmark;Turkey;Luxembourg;Norway;Albania;El Salvador;Poland;Bulgaria;Mexico;Haiti;Spain
17,;United States;Canada;Liberia;Australia;Denmark;Turkey;New Zealand;Luxembourg;Albania;British Empire;Kingdom of Italy;Brazil;India;Norway;El Salvador;Poland;Bulgaria
16,;United States;Canada;France;Australia;New Zealand;Belgium;Denmark;Turkey;Luxembourg;Norway;Albania;El Salvador;Ethiopia;Spain;Mexico;Haiti
16,;Pakistan;Kyrgyzstan;Tajikistan;Uganda;Somalia;Kazakhstan;Sudan;Thailand;Seychelles;Indonesia;Ethiopia;Russia;Japan;Djibouti;Turkmenistan;Kenya
15,;United States;Canada;France;Nigeria;Chad;Niger;Germany;Spain;Mauritania;Mali;Algeria;Senegal;Tunisia;Burkina Faso;Morocco
15,;United States;Canada;France;Qatar;Norway;Romania;Spain;Italy;Bulgaria;Greece;Denmark;Turkey;United Kingdom;Belgium;Jordan
15,;United States;Canada;Liberia;Australia;Denmark;Turkey;New Zealand;Luxembourg;Albania;Sweden;Norway;India;Poland;El Salvador;Bulgaria
15,;Cuba;Syria;Saudi Arabia;France;Jordan;El Salvador;Bulgaria;Poland;Albania;Denmark;New Zealand;Australia;Turkey;Luxembourg;Norway
15,;Cuba;Syria;Saudi Arabia;France;Jordan;El Salvador;Bulgaria;Poland;Albania;Denmark;New Zealand;Australia;Turkey;Luxembourg;Egypt
14,;United States;Canada;Republic of Ireland;Sudan;Mali;Republic of the Congo;Indonesia;Ghana;Morocco;Liberia;India;Tunisia;Sweden;Guinea
14,;United States;Canada;France;Australia;New Zealand;Russian Empire;Armenia;India;Albania;Georgia;Sweden;United Kingdom;Romania;Portugal
14,;Soviet Union;Canada;Liberia;Republic of Ireland;Sudan;Mali;Republic of the Congo;Indonesia;Ghana;Morocco;India;Tunisia;Sweden;Guinea
12,;United States;Canada;France;Mali;Germany;Morocco;Tunisia;Spain;India;Sweden;Sudan;Indonesia
12,;United States;Canada;France;Australia;New Zealand;Russian Empire;Armenia;India;Albania;British Empire;Brazil;Kingdom of Italy
12,;Soviet Union;Canada;France;Belgium;Poland;Bulgaria;Albania;El Salvador;India;Hungary;Sweden;Jordan
12,;Soviet Union;Canada;France;Belgium;Poland;Bulgaria;Albania;El Salvador;Syria;Egypt;Saudi Arabia;Jordan
11,;United States;Canada;France;Algeria;Tunisia;Morocco;Syria;Egypt;Kuwait;Saudi Arabia;Jordan
11,;United States;Canada;France;Australia;Kuwait;Syria;Italy;Egypt;United Kingdom;Saudi Arabia;Jordan
11,;United States;Canada;Liberia;Australia;Denmark;Turkey;New Zealand;Sudan;India;Indonesia;Sweden
11,;United States;Canada;Liberia;Australia;Denmark;Turkey;New Zealand;Sudan;India;Indonesia;Ethiopia
11,;United States;Canada;Liberia;Australia;Denmark;Turkey;New Zealand;Indonesia;Philippines;India;Ethiopia
11,;Cuba;Syria;Saudi Arabia;France;Jordan;El Salvador;Bulgaria;Poland;Albania;Soviet Union;Egypt
11,;Soviet Union;Canada;France;Belgium;Poland;Bulgaria;Albania;El Salvador;India;British Empire;Brazil
10,;United States;Canada;France;Nigeria;Chad;Niger;Iran;Cameroon;United Kingdom;Benin
10,;United States;Canada;France;Iran;Syria;Saudi Arabia;Colombia;Ethiopia;Egypt;United Kingdom
10,;United States;Canada;France;Iran;Syria;Saudi Arabia;Colombia;Ethiopia;Philippines;United Kingdom
10,;United States;Canada;France;Mali;Germany;Morocco;Tunisia;Spain;Sudan;Senegal
10,;United States;Canada;France;Morocco;Tunisia;India;Jordan;Sweden;Spain;Germany
10,;Cuba;Iraq;Albania;Jordan;El Salvador;Bulgaria;Norway;Turkey;New Zealand;Luxembourg
10,;Soviet Union;Canada;France;Mali;Sudan;Indonesia;India;Tunisia;Sweden;Morocco
10,;Soviet Union;Canada;Liberia;India;British Empire;Brazil;Poland;El Salvador;Albania;Bulgaria
10,;Iraq;Jordan;Norway;Bulgaria;Albania;El Salvador;New Zealand;Turkey;Belgium;Luxembourg
9,;United States;Canada;France;Nigeria;Chad;Niger;Germany;Spain;United Kingdom
9,;United States;Canada;France;Algeria;Tunisia;Morocco;Jordan;Germany;Spain
9,;Soviet Union;Canada;France;Morocco;Tunisia;Jordan;Syria;Egypt;Saudi Arabia
9,;Soviet Union;Canada;Liberia;India;Sweden;Poland;El Salvador;Albania;Bulgaria
8,;United States;Canada;France;Nigeria;Chad;Niger;Iran;Morocco
8,;United States;Canada;France;Iran;Syria;Saudi Arabia;Morocco;Egypt
8,;United States;Canada;Liberia;Iran;Syria;Saudi Arabia;Morocco;Egypt
8,;United States;Canada;Liberia;Morocco;Tunisia;Egypt;Syria;Saudi Arabia
8,;Libya;Morocco;Tunisia;Algeria;Jordan;Syria;Kuwait;Saudi Arabia
8,;Soviet Union;Canada;France;Iran;Syria;Egypt;Saudi Arabia;Morocco
8,;Soviet Union;Canada;France;Morocco;Tunisia;Jordan;India;Sweden
8,;Soviet Union;Canada;France;Belgium;Sudan;India;Sweden;Indonesia
8,;Soviet Union;Canada;Liberia;Syria;Egypt;Saudi Arabia;Morocco;Tunisia
8,;Soviet Union;Canada;Liberia;Syria;Egypt;Saudi Arabia;Morocco;Iran
7,;Cuba;Syria;Saudi Arabia;France;Jordan;Algeria;Egypt
7,;Cuba;Iraq;Albania;Jordan;El Salvador;Bulgaria;Soviet Union
7,;Soviet Union;Iraq;Jordan;Albania;Belgium;El Salvador;Bulgaria
6,;United States;Jamaica;Saint Lucia;Antigua and Barbuda;Barbados;Dominica
6,;United States;Burundi;United Kingdom;Uganda;Ethiopia;Kenya
6,;Libya;Morocco;Tunisia;Algeria;Jordan;Iraq
6,;Ottoman Empire;Canada;France;Poland;Australia;United Kingdom
6,;Ottoman Empire;Canada;France;Poland;Australia;Kingdom of Italy
5,;Empire of Japan;United Kingdom;Armenia;India;Russian Empire
5,;Cuba;North Korea;Poland;Soviet Union;Bulgaria
5,;Libya;Tanzania;Senegal;Sudan;Comoros
5,;Libya;Morocco;Tunisia;Sudan;Senegal
5,;Libya;Morocco;Tunisia;Algeria;Senegal
5,;Soviet Union;North Korea;Poland;Hungary;Bulgaria
5,;Soviet Union;Iraq;Jordan;Tunisia;Morocco
5,;Soviet Union;Iraq;Liberia;Morocco;Tunisia
4,;United States;Israel;United Kingdom;France
4,;Namibia;Angola;Zimbabwe;Chad
4,;French Empire;Italy;United Kingdom;Spain
4,;Cuba;Iraq;Algeria;Jordan
3,;Empire of Japan;United Kingdom;Ottoman Empire
3,;French Empire;Italy;British Empire
3,;Cuba;Vietnam;Soviet Union
3,;Serbia;Romania;Russian Empire
3,;Chile;Argentina;Peru
3,;Chile;Argentina;Ecuador
3,;Oman;Iran;United Kingdom
2,;United States;Eritrea
2,;Yemen;Saudi Arabia
2,;Cuba;Angola
2,;Nazi Germany;Italy
2,;Rwanda;Burundi
2,;Guinea-Bissau;Senegal
2,;Democratic Republic of the Congo;Uganda
1,;Vanuatu
1,;Cyprus
1,;Samoa
1,;People's Republic of China
1,;Fiji
1,;East Timor
1,;Zambia
1,;Sierra Leone
1,;Papua New Guinea
1,;Nepal
1,;San Marino
1,;Bhutan
1,;Malawi
1,;Grenada
1,;Sri Lanka
1,;Saint Vincent and the Grenadines
1,;Uzbekistan
1,;Central African Republic
1,;Belarus
1,;Laos
1,;Bangladesh
1,;Moldova
1,;Cambodia
1,;Mozambique
1,;Suriname
